"OBJECTID";"ID_1";"NAME";"NUMB";"ADDRESS";"OKRUG";"RAYON";"VID";"COMPLEX_ID"
1129;750,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №665";665,000000;"121151, г.Москва, ул Студенческая, д. 24";"Западный административный округ";"район Дорогомилово";"Средняя общеобразовательная школа";756,000000
1130;753,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №672 (средняя школа)";672,000000;"111141, г.Москва, Зеленый проспект, д.14";"Восточный административный округ";"район Перово";"Средняя общеобразовательная школа";652,000000
1131;757,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №684";684,000000;"125315, г. Москва, улица Усиевича, дом 31 А";"Северный административный округ";"район Аэропорт";"Средняя общеобразовательная школа";209,000000
1132;759,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №688";688,000000;"105275, г.Москва, Соколиной горы 8-я ул., д.5 А";"Восточный административный округ";"район Соколиная Гора";"Средняя общеобразовательная школа";657,000000
1133;760,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №690";690,000000;"105037 Москва, Измайловский проспект,  д.53";"Восточный административный округ";"район Измайлово";"Средняя общеобразовательная школа";833,000000
1134;765,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №700";700,000000;"121096 г.Москва, ул.Барклая, д. 5 А";"Западный административный округ";"район Филёвский Парк";"Средняя общеобразовательная школа";860,000000
1135;774,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №719";719,000000;"124575, г. Москва, Зеленоград, корп.921А";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";935,000000
1136;776,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №723";723,000000;"105203, г. Москва, ул Нижняя Первомайская, д. 51";"Восточный административный округ";"район Восточное Измайлово";"Средняя общеобразовательная школа";832,000000
1137;782,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №731";731,000000;"121500 г.Москва, ул. Новорублевская, д.1";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа";821,000000
1138;785,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №735";735,000000;"111024, г.Москва, ул. Авиамоторная, дом 51 Б";"Юго-Восточный административный округ";"район Лефортово";"Средняя общеобразовательная школа";843,000000
1140;789,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №741";741,000000;"105077, г. Москва, ул. Средняя Первомайская, д.8";"Восточный административный округ";"район Измайлово";"Средняя общеобразовательная школа";679,000000
1141;794,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №75";75,000000;"121170 г.Москва, ул. Поклонная, д. 10, корпус 2";"Западный административный округ";"район Дорогомилово";"Средняя общеобразовательная школа";859,000000
1142;817,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №781";781,000000;"111402, г. Москва, ул. Вешняковская, д.2А";"Восточный административный округ";"район Вешняки";"Средняя общеобразовательная школа";841,000000
1144;818,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №782";782,000000;"111398, Москва, ул. плющева, дом 13а";"Восточный административный округ";"район Перово";"Средняя общеобразовательная школа";642,000000
1145;822,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №79";79,000000;"121357 г.Москва, ул. Артамонова, д. 2";"Западный административный округ";"район Фили-Давыдково";"Средняя общеобразовательная школа";709,000000
1146;826,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №794";794,000000;"117593, г.Москва, Литовский бульвар, дом 17, корпус 4";"Юго-Западный административный округ";"район Ясенево";"Средняя общеобразовательная школа";579,000000
1147;830,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №799";799,000000;"111531, Москва,ул.Саянская, д.3А";"Восточный административный округ";"район Ивановское";"Средняя общеобразовательная школа";699,000000
1149;831,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №806";806,000000;"121351 г.Москва, ул. Полоцкая, д. 21";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа";728,000000
1150;833,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №808";808,000000;"121351 г.Москва, Ивана Франко, д. 28 корп. 3";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа";763,000000
1151;834,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №809";809,000000;"121596 г.Москва, Можайское шоссе, д. 50";"Западный административный округ";"Можайский район";"Средняя общеобразовательная школа";766,000000
1152;835,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №81";81,000000;"121552 г. Москва, ул. Оршанская, д. 10, корп. 2";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа";775,000000
1153;836,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №811";811,000000;"121353, г.Москва, ул.Беловежская, д.7";"Западный административный округ";"Можайский район";"Средняя общеобразовательная школа";750,000000
1154;839,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №819";819,000000;"125362, г. Москва, ул. Свободы, д.26";"Северо-Западный административный округ";"район Южное Тушино";"Средняя общеобразовательная школа";79,000000
1157;841,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №827";827,000000;"125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2";"Северо-Западный административный округ";"район Северное Тушино";"Средняя общеобразовательная школа";77,000000
1160;842,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №830 (начальная школа)";830,000000;"125362, г. Москва, ул. Большая Набережная, 23";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Средняя общеобразовательная школа";63,000000
1161;842,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №830 (средняя школа)";830,000000;"125362, г. Москва, ул. Большая Набережная, 23";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Средняя общеобразовательная школа";63,000000
1162;843,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №84";84,000000;"109507, г. Москва, Ферганский проезд, д. 10, корпус 5";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Средняя общеобразовательная школа";435,000000
1163;844,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №840";840,000000;"115516 г. Москва, Кавказский б-р, д. 37, к. 2";"Южный административный округ";"район Царицыно";"Средняя общеобразовательная школа";337,000000
1164;845,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №841";841,000000;"109518, город Москва, Волжский бульвар, дом 6, корпус 4";"Юго-Восточный административный округ";"район Текстильщики";"Средняя общеобразовательная школа";464,000000
1167;846,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №804 (1 - 4 классы)";804,000000;"124482, г.Москва, Зеленоград, корп. 142";"Зеленоградский административный округ";"район Матушкино";"Средняя общеобразовательная школа";803,000000
1168;846,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №842 (5 - 11 классы)";842,000000;"124482, г.Москва, Зеленоград, корп. 142";"Зеленоградский административный округ";"район Матушкино";"Средняя общеобразовательная школа";803,000000
1171;847,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №843";843,000000;"119602 г.Москва, Мичуринский проспект,Олимпийская деревня, д.д. 23 и 23,стр. 1";"Западный административный округ";"район Тропарёво-Никулино";"Средняя общеобразовательная школа";751,000000
1172;848,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №844";844,000000;"119361 г. Москва, Очаковская Б. ул., д.18";"Западный административный округ";"район Очаково-Матвеевское";"Средняя общеобразовательная школа";776,000000
1173;849,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №846";846,000000;"109388, г. Москва, ул. Полбина, д. 44";"Юго-Восточный административный округ";"район Печатники";"Средняя общеобразовательная школа";458,000000
1174;852,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №849";849,000000;"127247, г. Москва, Бескудниковский бульвар, дом 50-а";"Северный административный округ";"Бескудниковский район";"Средняя общеобразовательная школа";201,000000
1175;853,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №851";851,000000;"117587 Москва, ул. Кировоградская д.8Г";"Южный административный округ";"район Чертаново Северное";"Средняя общеобразовательная школа";374,000000
1177;854,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №852";852,000000;"124460. г. Москва, Зеленоград, корп.1115";"Зеленоградский административный округ";"район Силино";"Средняя общеобразовательная школа";812,000000
1179;855,000000;"Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа «Школа здоровья» №1701 (начальная школа)";1701,000000;"124460, г. Москва, Зеленоград, корп. 913А";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";796,000000
1183;855,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №638";638,000000;"124460, г. Москва, Зеленоград, корп. 913А";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";796,000000
1185;855,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №853 (средняя школа)";853,000000;"124460, г. Москва, Зеленоград, корп. 913А";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";796,000000
1186;856,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №854 (6 - 11 классы)";854,000000;"124489, г. Москва, Зеленоград, корп.603 А";"Зеленоградский административный округ";"район Савёлки";"Средняя общеобразовательная школа";805,000000
1190;856,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №616 (1 - 5 классы)";616,000000;"124489, г. Москва, Зеленоград, корп.603 А";"Зеленоградский административный округ";"район Савёлки";"Средняя общеобразовательная школа";805,000000
1192;859,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №86 имени М.Е. Катукова (начальная школа)";86,000000;"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа";95,000000
1193;859,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №129 (средняя школа)";129,000000;"123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа";95,000000
1196;860,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №862";862,000000;"117463, Москва,  ул. Голубинская, д. 23, корп. 3";"Юго-Западный административный округ";"район Ясенево";"Средняя общеобразовательная школа";580,000000
1197;861,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №863";863,000000;"117342, г.Москва, ул. Введенского, дом 27а";"Юго-Западный административный округ";"район Коньково";"Средняя общеобразовательная школа";557,000000
1198;862,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №864 (начальная школа)";864,000000;"117588, г. Москва, Литовский бульвар, дом 6, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Средняя общеобразовательная школа";586,000000
1199;863,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №865";865,000000;"117321, г. Москва, улица Профсоюзная, дом 142, корпус 5";"Юго-Западный административный округ";"район Тёплый Стан";"Средняя общеобразовательная школа";571,000000
1200;864,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №867";867,000000;"115612 г. Москва, ул.Ключевая, 6 корп.2";"Южный административный округ";"район Братеево";"Средняя общеобразовательная школа";375,000000
1201;865,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №87";87,000000;"123100, г.Москва, ул.Николаева, д.5";"Центральный административный округ";"Пресненский район";"Средняя общеобразовательная школа";49,000000
1204;866,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №501 (начальная школа)";501,000000;"115516 г. Москва, ул. Веселая, дом № 12";"Южный административный округ";"район Царицыно";"Средняя общеобразовательная школа";335,000000
1205;866,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №870 (средняя школа)";870,000000;"115516 г. Москва, ул. Веселая, дом № 12";"Южный административный округ";"район Царицыно";"Средняя общеобразовательная школа";335,000000
1207;868,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №875";875,000000;"119526 г. Москва, проспект Вернадского, д. 101, корпус 5";"Западный административный округ";"район Тропарёво-Никулино";"Средняя общеобразовательная школа";731,000000
1208;869,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №878";878,000000;"115569 г. Москва, Шипиловский пр-д, д. 37, к. 2";"Южный административный округ";"район Орехово-Борисово Северное";"Средняя общеобразовательная школа";377,000000
1209;870,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №880";880,000000;"117570 Москва, ул. Чертановская, д.44А";"Южный административный округ";"район Чертаново Центральное";"Средняя общеобразовательная школа";364,000000
1210;873,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №886";886,000000;"115583 г.Москва,ул.Елецкая,д.12,к.3";"Южный административный округ";"район Орехово-Борисово Южное";"Средняя общеобразовательная школа";361,000000
1211;874,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №887";887,000000;"121467 г. Москва, ул. Молдавская, д. 6, корпус 2";"Западный административный округ";"район Кунцево";"Средняя общеобразовательная школа";763,000000
1212;875,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №888";888,000000;"121374 г.Москва, ул. Ращупкина, д.3";"Западный административный округ";"Можайский район";"Средняя общеобразовательная школа";752,000000
1214;876,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №89 имени А.П. Маресьева";89,000000;"123592, г. Москва, ул. Кулакова, д.12, к. 2";"Северо-Западный административный округ";"район Строгино";"Средняя общеобразовательная школа";112,000000
1216;877,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №891 имени Алии Молдагуловой";891,000000;"111538, г. Москва ул. Молдагуловой, д.13 А";"Восточный административный округ";"район Вешняки";"Средняя общеобразовательная школа";681,000000
1217;879,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №894 (средняя школа)";894,000000;"109507, г. Москва, Ферганский проезд, д. 10, к. 4";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Средняя общеобразовательная школа";435,000000
1218;880,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №899";899,000000;"109377, город Москва, улица Зеленодольская, дом 7, корпус 4";"Юго-Восточный административный округ";"Рязанский район";"Средняя общеобразовательная школа";484,000000
1219;881,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №611 (начальная школа)";611,000000;"119421, г.Москва, ул.Новаторов, д.34, корп.1, 2";"Юго-Западный административный округ";"Обручевский район";"Средняя общеобразовательная школа";538,000000
1220;881,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №9 (средняя школа)";9,000000;"119421, г.Москва, ул.Новаторов, д.34, корп.1, 2";"Юго-Западный административный округ";"Обручевский район";"Средняя общеобразовательная школа";538,000000
1221;882,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №552 (начальная школа)";552,000000;"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";325,000000
1224;882,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №900 (средняя школа)";900,000000;"117535 г. Москва, 3-ий Дорожный проезд, дом 6 А";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";325,000000
1225;883,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №902";902,000000;"115404 г. Москва, ул. Педагогическая, д.3";"Южный административный округ";"район Бирюлёво Восточное";"Средняя общеобразовательная школа";356,000000
1228;884,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №904";904,000000;"115477 г. Москва, Кавказский б-р, д.16,к.2";"Южный административный округ";"район Царицыно";"Средняя общеобразовательная школа";337,000000
1230;885,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №905";905,000000;"111531, г.Москва, Энтузиастов ш., д.96 Г.";"Восточный административный округ";"район Ивановское";"Средняя общеобразовательная школа";699,000000
1232;886,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №897";897,000000;"124527, г. Москва, Зеленоград, корп. 818";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";783,000000
1236;886,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №909";909,000000;"124527, г. Москва, Зеленоград, корп. 818";"Зеленоградский административный округ";"район Старое Крюково";"Средняя общеобразовательная школа";783,000000
1238;887,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №910";910,000000;"129327, г. Москва, улица Ленская, дом  6";"Северо-Восточный административный округ";"Бабушкинский район";"Средняя общеобразовательная школа";248,000000
1239;888,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №911";911,000000;"109428, г. Москва, Зарайская улица д. 55";"Юго-Восточный административный округ";"Рязанский район";"Средняя общеобразовательная школа";423,000000
1240;889,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №913";913,000000;"109380, г. Москва, ул. Степана Шутова, д. 8, кор. 3";"Юго-Восточный административный округ";"район Люблино";"Средняя общеобразовательная школа";478,000000
1246;890,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №914";914,000000;"119517 г.Москва, ул.Матвеевская, д. 34, корп. 2";"Западный административный округ";"район Очаково-Матвеевское";"Средняя общеобразовательная школа";730,000000
1247;893,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №917";917,000000;"107241, г. Москва, Щелковское ш., д. 29, стр.1";"Восточный административный округ";"район Гольяново";"Средняя общеобразовательная школа";653,000000
1249;894,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №918";918,000000;"109383, г. Москва, ул. Полбина, д. 68, стр. 1";"Юго-Восточный административный округ";"район Печатники";"Средняя общеобразовательная школа";843,000000
1250;896,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №92";92,000000;"123098, г. Москва, ул. Живописная, д. 32";"Северо-Западный административный округ";"район Щукино";"Средняя общеобразовательная школа";133,000000
1251;897,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №920";920,000000;"111141, Москва, ул. Перовская, д.37";"Восточный административный округ";"район Перово";"Средняя общеобразовательная школа";682,000000
1252;898,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №924 (средняя школа)";924,000000;"117405 г. Москва, ул. Газопровод, дом 5а";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";338,000000
1253;898,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №850 (начальная школа)";850,000000;"117405 г. Москва, ул. Газопровод, дом 5а";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";338,000000
1257;899,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №929";929,000000;"127434, г. Москва, улица Немчинова, дом 8";"Северный административный округ";"Тимирязевский район";"Средняя общеобразовательная школа";174,000000
1258;900,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №930";930,000000;"117321, г. Москва, ул. Островитянова, дом 18, к. 5";"Юго-Западный административный округ";"район Тёплый Стан";"Средняя общеобразовательная школа";571,000000
1260;902,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №881";881,000000;"117534 Москва, Чертановская ул. д.62 А";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";339,000000
1261;902,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №932";932,000000;"117534 Москва, Чертановская ул. д.62 А";"Южный административный округ";"район Чертаново Южное";"Средняя общеобразовательная школа";339,000000
1264;903,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №928 (средняя школа)";928,000000;"117546, г. Москва, ул. Медынская, д. 9А";"Южный административный округ";"район Бирюлёво Западное";"Средняя общеобразовательная школа";326,000000
1267;903,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №933 (начальная школа)";933,000000;"117546, г. Москва, ул. Медынская, д. 9А";"Южный административный округ";"район Бирюлёво Западное";"Средняя общеобразовательная школа";326,000000
1271;904,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №935";935,000000;"115598 г. Москва,ул.Липецкая,15,к.2";"Южный административный округ";"район Бирюлёво Восточное";"Средняя общеобразовательная школа";378,000000
1273;905,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №578 (начальная школа)";578,000000;"115569 г. Москва, ул. Маршала Захарова,д.25,к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Средняя общеобразовательная школа";329,000000
1274;905,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №937 имени Героя Российской Федерации А.В. Перова (средняя школа)";937,000000;"115569 г. Москва, ул. Маршала Захарова,д.25,к.2";"Южный административный округ";"район Орехово-Борисово Северное";"Средняя общеобразовательная школа";329,000000
1276;906,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №941 (средняя школа)";941,000000;"115372,  Москва,  ул. Лебедянская, дом 14, кор.3";"Южный административный округ";"район Бирюлёво Восточное";"Средняя общеобразовательная школа";365,000000
1277;907,000000;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №942 (средняя школа)";942,000000;"115547 г. Москва, Загорьевский пр., д. 7, к.3";"Южный административный округ";"район Бирюлёво Восточное";"Средняя общеобразовательная школа";368,000000
